truth_x,truth_y,truth_z,truth_vx,truth_vy,truth_vz,truth_roll,truth_pitch,truth_yaw,f_mode,armed,time_ms,imu_seq,cont_seq,log_seq,dt,imu_dt,hal_dt,rc_thr,rc_roll,rc_pitch,rc_yaw,t_roll,t_pitch,t_yaw,g_roll,g_pitch,g_yaw,a_roll,a_pitch,cor_roll,cor_pitch,err_roll,err_pitch,est_roll,est_pitch,est_yaw,gyr_b_x,gyr_b_y,gyr_b_z,accel_m,accel_w,ahrs_v,c_roll,c_pitch,c_yaw,m1,m2,m3,m4
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,21600,0,0,0,0,0.002,0,0.509457,0,0,0,0,0,0,-0.00653706,-0.00804371,0.00653517,-0.0458586,-0.0497291,0,0,0,0,-0.00506652,0.00296518,0.00928804,0,0,0,9.74846,0.95676,1,0,0,0,0.509457,0.509457,0.509457,0.509457
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,21800,0,0,0,0,0.002,0,0.518609,0,0,0,0,0,0,-0.015029,-0.00872655,0.00768521,-0.0537366,-0.0413714,0,0,0,0,-0.00479663,0.00292134,0.00914477,0,0,0,9.75341,0.958222,1,0,0,0,0.518609,0.518609,0.518609,0.518609
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,22000,0,0,0,0,0.002,0,0.528981,0,0,0,0,0,0,0.00651384,0.00123243,0.00549491,-0.0576611,-0.0582431,0,0,0,0,-0.00420052,0.0026146,0.00928898,0,0,0,9.73307,0.94213,1,0,0,0,0.528981,0.528981,0.528981,0.528981
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,22200,0,0,0,0,0.002,0,0.536913,0,0,0,0,0,0,-0.00573503,0.00446387,0.00379921,-0.083175,-0.0307432,0,0,0,0,-0.00465451,0.00298194,0.00887308,0,0,0,9.73151,0.936804,1,0,0,0,0.536913,0.536913,0.536913,0.536913
8.08927e-19,-1.10177e-19,0.0549996,0,0,0,1.51057e-18,1.31857e-17,-2.56853e-19,1,1,22400,0,0,0,0,0.002,0,0.545455,0,0,0,0,0,0,0.0101891,-0.0128845,-0.017745,-0.0528399,-0.0452504,0,0,0,0,-0.00503532,0.00193593,0.00940217,0,0,0,9.76336,0.96305,1,0,0,0,0.545455,0.545455,0.545455,0.545455
1.08788e-05,7.81431e-05,0.0558597,0.000251889,0.00102269,0.0155535,-0.00104814,0.000668339,8.76228e-05,1,1,22600,0,0,0,0,0.002,0,0.555827,0,0,0,0,0,0,-0.00295534,-0.00246242,0.00178104,-0.0455732,-0.0323262,0,0,0,0,-0.00602876,0.00214218,0.00886271,0,0,0,9.96871,0.882574,1,0,0,0,0.555827,0.555827,0.555827,0.555827
0.000263885,0.000577842,0.0646828,0.00211136,0.00373234,0.0790251,-0.0009592,0.000874448,0.000355052,1,1,22800,0,0,0,0,0.002,0,0.562538,0,0,0,0,0,0,-0.00640031,-0.00528463,0.0106087,-0.046916,-0.0562513,0,0,0,0,-0.00596756,0.00278876,0.00940029,0,0,0,10.2041,0.727068,1,0.00592728,0,-0.0104812,0.567092,0.578947,0.557984,0.54613
0.00100229,0.0010776,0.0926437,0.00491603,0.000400046,0.206925,0.00341399,0.00130204,-0.000528938,1,1,23000,0,0,0,0,0.002,0,0.57291,0,0,0,0,0,0,-0.00246575,-0.000697481,-0.00130097,-0.0532421,-0.0475257,0,0,0,0,-0.00142305,0.00336322,0.0100757,0,0,0,10.5692,0.477874,1,-0.00536957,-0.00903853,0,0.587318,0.558502,0.576579,0.569241
0.00192676,0.000476357,0.149155,0.00438531,-0.00455123,0.379329,0.00185733,-0.00173034,-0.00143196,1,1,23200,0,0,0,0,0.002,0,0.574741,0,0,0,0,0,0,-0.0054957,-0.00157931,-0.00109422,-0.0722312,-0.0425206,0,0,0,0,-0.00336118,0.000721805,0.00995486,0,0,0,10.6664,0.409941,1,0,0,0,0.574741,0.574741,0.574741,0.574741
0.00217132,-0.000911821,0.243413,-0.000118515,-0.00760732,0.549557,0.00118798,-0.00197434,-0.0025162,1,1,23400,0,0,0,0,0.002,0,0.56986,0,0,0,0,0,0,0.00345176,0.0185286,-0.00508874,-0.052061,-0.0564032,0,0,0,0,-0.00406244,-4.34408e-05,0.00854406,0,0,0,10.5177,0.510699,1,0.00502758,-0.00569379,0,0.570526,0.569193,0.580581,0.559138
